pathogen_name	taxonid	ARG_name	aro_id	frequency	antibiotic_name	drugclass	associated_MGE_type	associated_MGE_element
Mycobacterium tuberculosis	1773	Tetracycline-resistant ribosomal protection protein	0000002	0.000138		Tetracycline antibiotic		
Mycobacterium tuberculosis	1773	ATP-binding cassette (ABC) antibiotic efflux pump	0010001	0.99931				
Mycobacterium tuberculosis	1773	Major facilitator superfamily (MFS) antibiotic efflux pump	0010002	0.99931				
Mycobacterium tuberculosis	1773	Resistance-nodulation-cell division (RND) antibiotic efflux pump	0010004	0.000138				
Mycobacterium tuberculosis	1773	Determinant of antibiotic resistance	3000000	0.999448				
Mycobacterium tuberculosis	1773	Beta-lactamase	3000001	0.999448				
Mycobacterium tuberculosis	1773	Class B (metallo-) beta-lactamase	3000004	0.998896				
Mycobacterium tuberculosis	1773	VanA	3000010	0.000138		glycoPeptide antibiotic		
Mycobacterium tuberculosis	1773	VanX	3000011	0.989238		glycoPeptide antibiotic		
Mycobacterium tuberculosis	1773	TEM beta-lactamase	3000014	0.00138	Ampicillin	Penam		
Mycobacterium tuberculosis	1773	OXA beta-lactamase	3000017	0.002897	Cefalotin,ClOxacillin,Oxacillin	Cephalosporin,Penam		
Mycobacterium tuberculosis	1773	PatA	3000024	0.000276		Fluoroquinolone antibiotic		
Mycobacterium tuberculosis	1773	MIR beta-lactamase	3000058	0.000138		Cephalosporin,Monobactam		
Mycobacterium tuberculosis	1773	FOX beta-lactamase	3000067	0.000138		Cephalosporin,Cephamycin		
Mycobacterium tuberculosis	1773	DHA beta-lactamase	3000068	0.000138		Cephalosporin,Cephamycin		
Mycobacterium tuberculosis	1773	CMY beta-lactamase	3000069	0.000138		Cephamycin		
Mycobacterium tuberculosis	1773	VanS	3000071	0.000138		glycoPeptide antibiotic		
Mycobacterium tuberculosis	1773	ACT beta-lactamase	3000072	0.000138		CarbaPenem,Cephalosporin,Cephamycin,Penam		
Mycobacterium tuberculosis	1773	EmrB	3000074	0.998206		Fluoroquinolone antibiotic		
Mycobacterium tuberculosis	1773	Class D beta-lactamase	3000075	0.002897				
Mycobacterium tuberculosis	1773	Class C beta-lactamase	3000076	0.000138				
Mycobacterium tuberculosis	1773	Class A beta-lactamase	3000078	0.996275				
Mycobacterium tuberculosis	1773	MOX beta-lactamase	3000083	0.000138		Cephalosporin,Cephamycin,Penam		
Mycobacterium tuberculosis	1773	Multidrug and toxic compound extrusion (MATE) transporter	3000112	0.005381				
Mycobacterium tuberculosis	1773	Aminoglycoside acetyltransferase (AAC)	3000121	0.000138				
Mycobacterium tuberculosis	1773	Chloramphenicol acetyltransferase (CAT)	3000122	0.000552		Phenicol antibiotic		
Mycobacterium tuberculosis	1773	APH(3')	3000126	0.996689		Aminoglycoside antibiotic		
Mycobacterium tuberculosis	1773	APH(6)	3000151	0.000138		Aminoglycoside antibiotic		
Mycobacterium tuberculosis	1773	Tet(A)	3000165	0.000276	Tetracycline	Tetracycline antibiotic		
Mycobacterium tuberculosis	1773	Tet(B)	3000166	0.000138	Tetracycline	Tetracycline antibiotic		
Mycobacterium tuberculosis	1773	Tet(C)	3000167	0.000552	Tetracycline	Tetracycline antibiotic		
Mycobacterium tuberculosis	1773	Tet(M)	3000186	0.000138	Chlortetracycline,Demeclocycline,Doxycycline,Minocycline,Oxytetracycline,Tetracycline	Tetracycline antibiotic		
Mycobacterium tuberculosis	1773	Tet(O)	3000190	0.000138	Chlortetracycline,Demeclocycline,Doxycycline,Minocycline,Oxytetracycline,Tetracycline	Tetracycline antibiotic		
Mycobacterium tuberculosis	1773	Tet(S)	3000192	0.000138	Chlortetracycline,Demeclocycline,Doxycycline,Minocycline,Oxytetracycline,Tetracycline	Tetracycline antibiotic		
Mycobacterium tuberculosis	1773	Tet(W)	3000194	0.000138	Chlortetracycline,Demeclocycline,Doxycycline,Minocycline,Oxytetracycline,Tetracycline	Tetracycline antibiotic		
Mycobacterium tuberculosis	1773	AcrB	3000216	0.974614		Cephalosporin,Disinfecting agents and antiseptics,Fluoroquinolone antibiotic,Penam,Phenicol antibiotic,Rifamycin antibiotic,Tetracycline antibiotic		
Mycobacterium tuberculosis	1773	ANT(9)	3000228	0.000276		Aminoglycoside antibiotic		
Mycobacterium tuberculosis	1773	ANT(3'')-Ia	3000232	0.000138		Aminoglycoside antibiotic		
Mycobacterium tuberculosis	1773	RbpA	3000245	0.995723	Rifabutin,Rifampin,Rifapentine,Rifaximin	Rifamycin antibiotic		
Mycobacterium tuberculosis	1773	Chloramphenicol phosphotransferase	3000249	0.996413		Phenicol antibiotic		
Mycobacterium tuberculosis	1773	EmrE	3000264	0.99324				
Mycobacterium tuberculosis	1773	MphA	3000316	0.000552	Azithromycin,Clarithromycin,Dirithromycin,Erythromycin,Oleandomycin,Roxithromycin,Telithromycin	Macrolide antibiotic		
Mycobacterium tuberculosis	1773	AAC(3)	3000322	0.000138		Aminoglycoside antibiotic		
Mycobacterium tuberculosis	1773	ErmB	3000375	0.000138	Azithromycin,Clarithromycin,Clindamycin,Dalfopristin,Dirithromycin,Erythromycin,Griseoviridin,Lincomycin,Madumycin II,Oleandomycin,Ostreogrycin B3,Patricin A,Patricin B,Pristinamycin IA,Pristinamycin IB,Pristinamycin IC,Quinupristin,Roxithromycin,Spiramycin,Telithromycin,Tylosin,Vernamycin C,Virginiamycin M1,Virginiamycin S2	Lincosamide antibiotic,Macrolide antibiotic,Streptogramin antibiotic		
Mycobacterium tuberculosis	1773	Erm(37)	3000392	0.99324	Azithromycin,Clarithromycin,Clindamycin,Dalfopristin,Dirithromycin,Erythromycin,Griseoviridin,Lincomycin,Madumycin II,Oleandomycin,Ostreogrycin B3,Patricin A,Patricin B,Pristinamycin IA,Pristinamycin IB,Pristinamycin IC,Quinupristin,Roxithromycin,Spiramycin,Telithromycin,Tylosin,Vernamycin C,Virginiamycin M1,Virginiamycin S2	Lincosamide antibiotic,Macrolide antibiotic,Streptogramin antibiotic		
Mycobacterium tuberculosis	1773	Sul1	3000410	0.000138	Mafenide,Sulfacetamide,Sulfadiazine,Sulfadimidine,Sulfadoxine,Sulfamethizole,Sulfamethoxazole,Sulfasalazine,Sulfisoxazole	Sulfonamide antibiotic		
Mycobacterium tuberculosis	1773	Sul2	3000412	0.000138	Mafenide,Sulfacetamide,Sulfadiazine,Sulfadimidine,Sulfadoxine,Sulfamethizole,Sulfamethoxazole,Sulfasalazine,Sulfisoxazole	Sulfonamide antibiotic		
Mycobacterium tuberculosis	1773	AcrD	3000491	0.974614		Aminoglycoside antibiotic		
Mycobacterium tuberculosis	1773	RpoB2	3000501	0.000276	Rifabutin,Rifampin,Rifapentine,Rifaximin	Rifamycin antibiotic		
Mycobacterium tuberculosis	1773	AcrF	3000502	0.974614		Cephalosporin,Cephamycin,Fluoroquinolone antibiotic,Penam		
Mycobacterium tuberculosis	1773	CRP	3000518	0.000414		Fluoroquinolone antibiotic,Macrolide antibiotic,Penam		
Mycobacterium tuberculosis	1773	MacB	3000535	0.000138		Macrolide antibiotic		
Mycobacterium tuberculosis	1773	Erm 23S ribosomal RNA methyltransferase	3000560	0.000138		Lincosamide antibiotic,Macrolide antibiotic,Streptogramin antibiotic		
Mycobacterium tuberculosis	1773	Subclass B1 (metallo-) beta-lactamase	3000568	0.993515				
Mycobacterium tuberculosis	1773	Subclass B2 (metallo-) beta-lactamase	3000570	0.000138				
Mycobacterium tuberculosis	1773	VanR	3000574	0.000138		glycoPeptide antibiotic		
Mycobacterium tuberculosis	1773	MarR	3000718	0.999034		Cephalosporin,Disinfecting agents and antiseptics,Fluoroquinolone antibiotic,Penam,Phenicol antibiotic,Rifamycin antibiotic,Tetracycline antibiotic		
Mycobacterium tuberculosis	1773	Antibiotic sensitive dihydrofolate reductase	3000745	0.992412	Brodimoprim,Iclaprim,Tetroxoprim,Trimethoprim	Diaminopyrimidine antibiotic		
Mycobacterium tuberculosis	1773	MexE	3000803	0.000138		Diaminopyrimidine antibiotic,Fluoroquinolone antibiotic,Phenicol antibiotic		
Mycobacterium tuberculosis	1773	RamA	3000823	0.000138		CarbaPenem,Cephalosporin,Cephamycin,Disinfecting agents and antiseptics,Fluoroquinolone antibiotic,Monobactam,Penam,Penem,Phenicol antibiotic,Rifamycin antibiotic,Tetracycline antibiotic		
Mycobacterium tuberculosis	1773	BaeR	3000828	0.000138		Aminocoumarin antibiotic,Aminoglycoside antibiotic		
Mycobacterium tuberculosis	1773	SoxR	3000836	0.000138		Cephalosporin,Disinfecting agents and antiseptics,Fluoroquinolone antibiotic,Penam,Phenicol antibiotic,Rifamycin antibiotic,Tetracycline antibiotic		
Mycobacterium tuberculosis	1773	TEM-1	3000873	0.000138	Amoxicillin,Ampicillin,Cefalotin,Cefazolin	Cephalosporin,Penam		
Mycobacterium tuberculosis	1773	TEM-116	3000979	0.001104		Cephalosporin,Monobactam,Penam,Penem		
Mycobacterium tuberculosis	1773	TEM-171	3001037	0.000138		Cephalosporin,Monobactam,Penam,Penem		
Mycobacterium tuberculosis	1773	Gene involved in antibiotic sequestration	3001207	0.000138				
Mycobacterium tuberculosis	1773	MdtM	3001214	0.000138	Acriflavine,Chloramphenicol,Lincomycin,Norfloxacin,Puromycin	Disinfecting agents and antiseptics,Fluoroquinolone antibiotic,Lincosamide antibiotic,Nucleoside antibiotic,Phenicol antibiotic		
Mycobacterium tuberculosis	1773	Trimethoprim resistant dihydrofolate reductase dfr	3001218	0.99931	Trimethoprim	Diaminopyrimidine antibiotic		
Mycobacterium tuberculosis	1773	RlmA(II)	3001301	0.000276	Mycinamicin,Tylosin	Macrolide antibiotic		
Mycobacterium tuberculosis	1773	OXA-232	3001778	0.003449		CarbaPenem,Cephalosporin,Penam		
Mycobacterium tuberculosis	1773	OXA-181	3001784	0.000414		CarbaPenem,Cephalosporin,Penam		
Mycobacterium tuberculosis	1773	DHA-14	3002145	0.000138		Cephalosporin,Cephamycin		
Mycobacterium tuberculosis	1773	AAC(2')-Ic	3002525	0.996827	6'-N-ethylNetilmicin,Dibekacin,Netilmicin,Tobramycin	Aminoglycoside antibiotic		
Mycobacterium tuberculosis	1773	AadA2	3002602	0.000138	Spectinomycin,Streptomycin	Aminoglycoside antibiotic		
Mycobacterium tuberculosis	1773	Aad(6)	3002628	0.000138	Streptomycin	Aminoglycoside antibiotic		
