pathogen_name	taxonid	ARG_name	aro_id	frequency	antibiotic_name	drugclass	associated_MGE_type	associated_MGE_element
Klebsiella pneumoniae	573	Tetracycline-resistant ribosomal protection protein	0000002	0.000981		Tetracycline antibiotic		
Klebsiella pneumoniae	573	ATP-binding cassette (ABC) antibiotic efflux pump	0010001	0.992718				
Klebsiella pneumoniae	573	Major facilitator superfamily (MFS) antibiotic efflux pump	0010002	0.992718				
Klebsiella pneumoniae	573	Resistance-nodulation-cell division (RND) antibiotic efflux pump	0010004	0.990694				
Klebsiella pneumoniae	573	Determinant of antibiotic resistance	3000000	0.99278				
Klebsiella pneumoniae	573	Beta-lactamase	3000001	0.992739				
Klebsiella pneumoniae	573	Class B (metallo-) beta-lactamase	3000004	0.992739				
Klebsiella pneumoniae	573	VanH	3000006	0.000146		glycoPeptide antibiotic		
Klebsiella pneumoniae	573	VanA	3000010	0.000021		glycoPeptide antibiotic		
Klebsiella pneumoniae	573	VanX	3000011	0.000042		glycoPeptide antibiotic		
Klebsiella pneumoniae	573	TEM beta-lactamase	3000014	0.541993	Ampicillin	Penam		
Klebsiella pneumoniae	573	CTX-M beta-lactamase	3000016	0.510965		Cephalosporin		
Klebsiella pneumoniae	573	OXA beta-lactamase	3000017	0.386437	Cefalotin,ClOxacillin,Oxacillin	Cephalosporin,Penam		
Klebsiella pneumoniae	573	IMP beta-lactamase	3000020	0.008346		CarbaPenem,Cephalosporin,Cephamycin,Penam,Penem		
Klebsiella pneumoniae	573	VIM beta-lactamase	3000021	0.010746		CarbaPenem,Cephalosporin,Cephamycin,Penam,Penem		
Klebsiella pneumoniae	573	MepA	3000026	0.000021	Tigecycline	Tetracycline antibiotic		
Klebsiella pneumoniae	573	EmrA	3000027	0.000146		Fluoroquinolone antibiotic		
Klebsiella pneumoniae	573	VEB beta-lactamase	3000043	0.003798		Cephalosporin,Monobactam		
Klebsiella pneumoniae	573	PER beta-lactamase	3000056	0.003798		CarbaPenem,Cephalosporin,Monobactam,Penam,Penem		
Klebsiella pneumoniae	573	NDM beta-lactamase	3000057	0.136213		CarbaPenem,Cephalosporin,Cephamycin,Penam		
Klebsiella pneumoniae	573	MIR beta-lactamase	3000058	0.018654		Cephalosporin,Monobactam		
Klebsiella pneumoniae	573	KPC beta-lactamase	3000059	0.316724		CarbaPenem,Cephalosporin,Monobactam,Penam		
Klebsiella pneumoniae	573	GES beta-lactamase	3000066	0.001022		CarbaPenem,Cephalosporin,Penam		
Klebsiella pneumoniae	573	FOX beta-lactamase	3000067	0.018654		Cephalosporin,Cephamycin		
Klebsiella pneumoniae	573	DHA beta-lactamase	3000068	0.03808		Cephalosporin,Cephamycin		
Klebsiella pneumoniae	573	CMY beta-lactamase	3000069	0.018654		Cephamycin		
Klebsiella pneumoniae	573	VanS	3000071	0.000188		glycoPeptide antibiotic		
Klebsiella pneumoniae	573	ACT beta-lactamase	3000072	0.018654		CarbaPenem,Cephalosporin,Cephamycin,Penam		
Klebsiella pneumoniae	573	EmrB	3000074	0.992092		Fluoroquinolone antibiotic		
Klebsiella pneumoniae	573	Class D beta-lactamase	3000075	0.386437				
Klebsiella pneumoniae	573	Class C beta-lactamase	3000076	0.052019				
Klebsiella pneumoniae	573	VanY	3000077	0.000292		glycoPeptide antibiotic		
Klebsiella pneumoniae	573	Class A beta-lactamase	3000078	0.988273				
Klebsiella pneumoniae	573	MOX beta-lactamase	3000083	0.018654		Cephalosporin,Cephamycin,Penam		
Klebsiella pneumoniae	573	Bla1	3000090	0.000021		Penam		
Klebsiella pneumoniae	573	CARB beta-lactamase	3000091	0.008409		Penam		
Klebsiella pneumoniae	573	SHV-LEN beta-lactamase	3000096	0.949066				
Klebsiella pneumoniae	573	Multidrug and toxic compound extrusion (MATE) transporter	3000112	0.991925				
Klebsiella pneumoniae	573	VanZ	3000116	0.000021		glycoPeptide antibiotic		
Klebsiella pneumoniae	573	Aminoglycoside acetyltransferase (AAC)	3000121	0.291184				
Klebsiella pneumoniae	573	Chloramphenicol acetyltransferase (CAT)	3000122	0.986521		Phenicol antibiotic		
Klebsiella pneumoniae	573	APH(3')	3000126	0.455399		Aminoglycoside antibiotic		
Klebsiella pneumoniae	573	FosA	3000149	0.000042	Fosfomycin	Phosphonic acid antibiotic		
Klebsiella pneumoniae	573	APH(6)	3000151	0.293083		Aminoglycoside antibiotic		
Klebsiella pneumoniae	573	Tet(A)	3000165	0.29035	Tetracycline	Tetracycline antibiotic	plasmid,transposon,integron,IS	pJJ2434_1,pCRENT-193_1,p33676_IncA/C,pKP20194a2-p3,pKp_Goe_579-4,p14EC020b,In714,pSE104-1,pAR-0406-1,Col440I,pEC224_KPC,pAR-0401-1,HI1(IncFIA),pST95-32-1,p13C1065T-3,3,pNDM-MAR(IncHI1B),In282,pMCR8_020135,p1605752FIB,pCVM44454,pB171_90,IncHI2,IncN,IncX1,pKp_Goe_414-4,In1227,p4-L388,pKPN-c22,tig00000195,p2974-D,2,A,tig00000053_pilon,IS91,pSNE1-1925,pKp_Goe_832-2,pKp_Goe_832-4,pSCH6109-Vir,IncFII,pSCKLB555-3,pMRY16-398_2,p13P484A-2,pCoo(IncFII),pECAZ146_1,pSCM96-1,pLD22-1-135kb,ISKRA4,pLAP2_020030,p203,IS3,pMTY14343_IncN,pKp_Goe_304-2,pZH193,In879,pL73-2,IncHI2A,pK66-45-2,p_incR_DHQP1002001,p6234-198.371kb,IncA/C2,pKp_Goe_473-4,pAUSMDU00008979_01,pEC96-153kb,pEGY1-MCR-1,pTC_N40607,pCFSAN000934_02,pKp199-1,tig00000000,IncQ1,pB171(IncFIB),pKp_Goe_304-4,IncU,p13190-2,IncB/O/K/Z,pDA33141-217,SARC14(IncFII),IncX3,In1004,K(IncFII),IncR,R27(IncHI1B),pIncN,In556,pGMI17-001_1,pAR-0408,pNY9_3,pSE11(IncFII),pKp_Goe_021-4,pSL26_IncA/C2,pKp_Goe_026-4,pNH25.2,pQnrB_LL34,Col156,pKpN01-CTX,pKpN06-CTX,In555,pMBR_DHA-1_1C_19KM28,p1CFSAN000318,unitig_2,pKPN-d90,pZZW20-108K,In498,p168-3,tig00001160,pHS13-1-IncHI2,pSMKP03M,In366,FII(IncFIC),tig00000006,pAR-0423-1,In363,IncHI1A,pTB222,pIncFIBK,p1540-2,pCFSAN000405_01,pSE74-1357,plas4.1.1,IncAC2,In290,pKP91(IncFII),pBK30683(FII),K(IncFIB),pKpn70742_1,tig00000168_pilon,p600657_8,pFT130-2,pQil(IncFIB),tig00003056,pGSU10-3-2,pRSB107(IncFII),pMBR_CTX-M-15_18KM2445b,pR210-2-CTX,pKp_Goe_579-2,pHN7A8(IncFII),pKp_Goe_024-4,p1_020098,p4_1_2.2,pKp_Goe_473-2,pKP58-3,p22429,pKp_Goe_026-2,ColKP3,pKp202_1,pMTY18780-1_lncHI2,pJYC02A,In901,pDA33144-220,pKP20194c4-p3,pCP8-3-IncFIB,pCTXM9_020038,p94EC-1,pAR-0429-1,pBK30683(FIA),pJYC04A,pSg1-NDM,pEC2_1,IncX2,IS5,pKP27-MCR1,In424,pR16.0676_90k,pJYC03A,IS6,AP001918(IncFIB),pGMI17-004_1,pAR-0427-1,p72_FIBkpn,pTH164-1,pPmi70746_1,pKP120-92Kb,p3s1,IS1380,pKP20194f-p3,IncFIA,Yp(IncFII),pKP20194b2-p3,pDA33140-96,pLKSZ02,pECAZ147_1,p2,pMRSN346647_113.1,pKPNH54.1,pSE08-00436-1,pCuAs,p1493-3,pM160133_p2,S(IncFII),pCTXM15_DHQP1400954,In791,pMET(IncFII),pKp_Goe_024-2,pMCR8_095845,pMR0617aac,IS1,p1_095080,pMDR,p53_A,pLB_CTX-M-15_PT109,pMCR1-PA,pEC244_1,pFORC19,pQnrS1_035148,pLH94-3,pJYC01A,tig00007555j7554,ColRNAI,p4_L39,Tn1721,Alpha(IncI1),pLH375-2_incR,pAH62-3,pNDM-Mar(IncFIB),p08-5333.1,pS40-2,pECO-6dfa,pTH114-1,pMU407(IncL/M),pKp_Goe_021-2,pKP27-MPH,pCN1_1,p1_115068,In371,pKp_Goe_629-1,pLAP2_020079,pMR0617tem,pAMSH1,p3-H8,pKPHS1(IncFIB)
Klebsiella pneumoniae	573	Tet(B)	3000166	0.017277	Tetracycline	Tetracycline antibiotic	plasmid,integron,transposon,IS	p142_A-OXA181,IncFIA,pKPC-CAV1321(RepA),p1ESCUM,pUTI89(IncFII),IS110,pKP91(IncFII),K(IncFIB),Tn10,pNDM-MAR(IncHI1B),IS4,pKPN-7c3,IncB/O/K/Z,pQil(IncFIB),IS1,IncR,pAMA1167-NDM-5(IncFII),tig00000727,IncFII,Col156,pNDM-Mar(IncFIB),IS5,In498,pMR0617ndm,AP001918(IncFIB),FII(IncFIC)
Klebsiella pneumoniae	573	Tet(C)	3000167	0.001648	Tetracycline	Tetracycline antibiotic	plasmid	IncHI2,Col440I,pVCR94,IncHI2A
Klebsiella pneumoniae	573	Tet(D)	3000168	0.086698	Tetracycline	Tetracycline antibiotic	plasmid,integron,IS	pKleb8A7,IncFIA,IncA/C2,tig00001208_pilon,p_IncFIB_DHQP1002001,pC15_001,Yp(IncFII),In1112,pNMBU-W12E19_03,pNH25.1,Col440I,tig00000002,IS110,pB171(IncFIB),pKPN5,HI1(IncFIA),pKP91(IncFII),pTetD_040074,K(IncFIB),p13190-2,pNDM-MAR(IncHI1B),p2019036D-mcr8-345kb,p18-43_01,pTMTA63633,pMBR_F,In456,pQil(IncFIB),IncHI2,pCR14_3,IncN,pMNCRE53_4,IncL/M,pPMK1-A,IS1,pGMI16-006_1,pKp_Goe_208-1,IncR,K(IncFII),pLA-64,pDA12090.1,2,pEC27-2,pAMA1167-NDM-5(IncFII),pvirulence_VBP3636,p1,ColKP3,p704SK6_3,ColRNAI,p19-10_01,pKp_Goe_070-1,IncFII,4,In555,pNDM-Mar(IncFIB),pE70-sul2,pvirulence_VBA10835,In498,pIncFII-1502320,pS25-68,IS3,IS6,AP001918(IncFIB),In879,pR50-74,pKP3301,IncHI2A,pNH34.1
Klebsiella pneumoniae	573	Tet(E)	3000173	0.000188	Tetracycline	Tetracycline antibiotic		
Klebsiella pneumoniae	573	Tet(G)	3000174	0.000063	Tetracycline	Tetracycline antibiotic	IS	IS6
Klebsiella pneumoniae	573	Tet(H)	3000175	0.000063	Tetracycline	Tetracycline antibiotic		
Klebsiella pneumoniae	573	Tet(J)	3000177	0.000063	Tetracycline	Tetracycline antibiotic		
Klebsiella pneumoniae	573	Tet(K)	3000178	0.000021	Tetracycline	Tetracycline antibiotic	plasmid	Cassette(rep7a),p_3_95
Klebsiella pneumoniae	573	Tet(L)	3000179	0.000021	Tetracycline	Tetracycline antibiotic		
Klebsiella pneumoniae	573	Tet(M)	3000186	0.000981	Chlortetracycline,Demeclocycline,Doxycycline,Minocycline,Oxytetracycline,Tetracycline	Tetracycline antibiotic	plasmid,transposon,IS	IncFIA,IncA/C2,p13C1065T-2,IncX1,AP001918(IncFIB),IS6,IncFII,Tn5801-like,3
